"id","city","zipcode","post","county"
"3478","Mačkovo Selo","44204","Jabukovac","Sisačko-moslavačka"
"3479","Madaraševec","42232","Donji Martijanec","Varaždinska"
"3480","Madžarevo","42220","Novi Marof","Varaždinska"
"3481","Madžari","44211","Blinjski Kut","Sisačko-moslavačka"
"3482","Magadenovac","31542","Magadenovac","Osječko-baranjska"
"3483","Magadinovac","33515","Orahovica","Virovitičko-podravska"
"3484","Magić Mala","35410","Nova Kapela","Brodsko-posavska"
"3485","Maglenča","43226","Veliko Trojstvo","Bjelovarsko-bilogorska"
"3486","Mahično","47286","Mahično","Karlovačka"
"3487","Mahovo","44201","Martinska Ves","Sisačko-moslavačka"
"3488","Maja","44400","Glina","Sisačko-moslavačka"
"3489","Majar","31416","Levanjska Varoš","Osječko-baranjska"
"3490","Majdan","44440","Dvor","Sisačko-moslavačka"
"3491","Majer","51327","Gomirje","Primorsko-goranska"
"3492","Majerje","42206","Petrijanec","Varaždinska"
"3493","Majiške Međe","31323","Bolman","Osječko-baranjska"
"3494","Majkovec","10382","Donja Zelina","Zagrebačka"
"3495","Majkovi","20232","Slano","Dubrovačko-neretvanska"
"3496","Majkusi","52463","Višnjan (Visignano)","Istarska"
"3497","Majske Poljane","44400","Glina","Sisačko-moslavačka"
"3498","Majski Trtnik","44400","Glina","Sisačko-moslavačka"
"3499","Majur","44430","Hrvatska Kostajnica","Sisačko-moslavačka"
"3500","Majur","10344","Farkaševac","Zagrebačka"
"3501","Majurec","48260","Križevci","Koprivničko-križevačka"
"3502","Makarska","21300","Makarska","Splitsko-dalmatinska"
"3503","Maklen","51312","Brod Moravice","Primorsko-goranska"
"3504","Makloševac","31500","Našice","Osječko-baranjska"
"3505","Makoše","20207","Mlini","Dubrovačko-neretvanska"
"3506","Makov Hrib","51305","Tršće","Primorsko-goranska"
"3507","Makovci","52429","Grožnjan (Grisignana)","Istarska"
"3508","Mala Babina Gora","43532","Đulovac","Bjelovarsko-bilogorska"
"3509","Mala Barna","43290","Grubišno Polje","Bjelovarsko-bilogorska"
"3510","Mala Branjska","48306","Sokolovac","Koprivničko-križevačka"
"3511","Mala Bršljanica","43282","Veliko Vukovje","Bjelovarsko-bilogorska"
"3512","Mala Buna","10413","Kravarsko","Zagrebačka"
"3513","Mala Ciglena","43000","Bjelovar","Bjelovarsko-bilogorska"
"3514","Mala Crkvina","47242","Krnjak","Karlovačka"
"3515","Mala Črešnjevica","33405","Pitomača","Virovitičko-podravska"
"3516","Mala Dapčevica","43290","Grubišno Polje","Bjelovarsko-bilogorska"
"3517","Mala Dobra","51311","Skrad","Primorsko-goranska"
"3518","Mala Erpenja","49217","Krapinske Toplice","Krapinsko-zagorska"
"3519","Mala Gora","49218","Pregrada","Krapinsko-zagorska"
"3520","Mala Gorica","10431","Sveta Nedjelja","Zagrebačka"
"3521","Mala Gradusa","44211","Blinjski Kut","Sisačko-moslavačka"
"3522","Mala Hrastilnica","10314","Križ","Zagrebačka"
"3523","Mala Huba","52420","Buzet","Istarska"
"3524","Mala Jasenovača","43290","Grubišno Polje","Bjelovarsko-bilogorska"
"3525","Mala Jazbina","10432","Bregana","Zagrebačka"
"3526","Mala Jelsa","47000","Karlovac","Karlovačka"
"3527","Mala Klisa","33533","Pivnica Slavonska","Virovitičko-podravska"
"3528","Mala Kopanica","35221","Velika Kopanica","Brodsko-posavska"
"3529","Mala Kosa","47252","Barilović","Karlovačka"
"3530","Mala Kosnica","10410","Velika Gorica","Zagrebačka"
"3531","Mala Lamljana","23272","Kali","Zadarska"
"3532","Mala Lešnica","51301","Brod na Kupi","Primorsko-goranska"
"3533","Mala Ludina","44316","Velika Ludina","Sisačko-moslavačka"
"3534","Mala Milešina","21206","Donje Ogorje","Splitsko-dalmatinska"
"3535","Mala Mlaka","10020","Zagreb-Novi Zagreb","Grad zagreb"
"3536","Mala Mlinska","43284","Hercegovac","Bjelovarsko-bilogorska"
"3537","Mala Mučna","48306","Sokolovac","Koprivničko-križevačka"
"3538","Mala Ostrna","10370","Dugo Selo","Zagrebačka"
"3539","Mala Pačetina","49234","Petrovsko","Krapinsko-zagorska"
"3540","Mala Paka","47276","Žakanje","Karlovačka"
"3541","Mala Paukova","44211","Blinjski Kut","Sisačko-moslavačka"
"3542","Mala Peratovica","43290","Grubišno Polje","Bjelovarsko-bilogorska"
"3543","Mala Pisanica","43270","Veliki Grđevac","Bjelovarsko-bilogorska"
"3544","Mala Plana","53213","Donje Pazarište","Ličko-senjska"
"3545","Mala Prespa","43000","Bjelovar","Bjelovarsko-bilogorska"
"3546","Mala Rakovica","10430","Samobor","Zagrebačka"
"3547","Mala Rasinjica","48312","Rasinja","Koprivničko-križevačka"
"3548","Mala Rijeka","48312","Rasinja","Koprivničko-križevačka"
"3549","Mala Solna","44400","Glina","Sisačko-moslavačka"
"3550","Mala Subotica","40321","Mala Subotica","Međimurska"
"3551","Mala Trapinska","33410","Suhopolje","Virovitičko-podravska"
"3552","Mala Trnovitica","43284","Hercegovac","Bjelovarsko-bilogorska"
"3553","Mala Učka","51414","Ičići","Primorsko-goranska"
"3554","Mala Vranovina","44415","Topusko","Sisačko-moslavačka"
"3555","Male Drage","51312","Brod Moravice","Primorsko-goranska"
"3556","Male Mune","51212","Vele Mune","Primorsko-goranska"
"3557","Male Sesvete","48264","Kloštar Vojakovački","Koprivničko-križevačka"
"3558","Male Srakane","51550","Mali Lošinj","Primorsko-goranska"
"3559","Malešević Selo","47220","Vojnić","Karlovačka"
"3560","Maletić","47250","Duga Resa","Karlovačka"
"3561","Mali Banovac","34550","Pakrac","Požeško-slavonska"
"3562","Mali Bastaji","43531","Veliki Bastaji","Bjelovarsko-bilogorska"
"3563","Mali Bilač","34350","Čaglin","Požeško-slavonska"
"3564","Mali Botinovac","48306","Sokolovac","Koprivničko-križevačka"
"3565","Mali Brezovec","10345","Gradec","Zagrebačka"
"3566","Mali Brgud","51213","Jurdani","Primorsko-goranska"
"3567","Mali Budići","34550","Pakrac","Požeško-slavonska"
"3568","Mali Budići","34553","Bučje","Požeško-slavonska"
"3569","Mali Bukovec","42231","Mali Bukovec","Varaždinska"
"3570","Mali Bukovec","49251","Mače","Krapinsko-zagorska"
"3571","Mali Carevdar","48264","Kloštar Vojakovački","Koprivničko-križevačka"
"3572","Mali Dol","51241","Križišće","Primorsko-goranska"
"3573","Mali Erjavec","47281","Mali Erjavec","Karlovačka"
"3574","Mali Golji","52220","Labin","Istarska"
"3575","Mali Gorenec","42253","Bednja","Varaždinska"
"3576","Mali Grabičani","48306","Sokolovac","Koprivničko-križevačka"
"3577","Mali Gradac","44400","Glina","Sisačko-moslavačka"
"3578","Mali Grđevac","43270","Veliki Grđevac","Bjelovarsko-bilogorska"
"3579","Mali Iž","23284","Veli Iž","Zadarska"
"3580","Mali Jadrč","51329","Severin na Kupi","Primorsko-goranska"
"3581","Mali Komor","49251","Mače","Krapinsko-zagorska"
"3582","Mali Kozinac","47252","Barilović","Karlovačka"
"3583","Mali Lipovec","10430","Samobor","Zagrebačka"
"3584","Mali Lošinj","51550","Mali Lošinj","Primorsko-goranska"
"3585","Mali Lovrečan","42208","Cestica","Varaždinska"
"3586","Mali Lug","51304","Gerovo","Primorsko-goranska"
"3587","Mali Mihaljevec","40311","Lopatinec","Međimurska"
"3588","Mali Miletinac","43531","Veliki Bastaji","Bjelovarsko-bilogorska"
"3589","Mali Mlun","52420","Buzet","Istarska"
"3590","Mali Modrušpotok","47271","Netretić","Karlovačka"
"3591","Mali Obljaj","44400","Glina","Sisačko-moslavačka"
"3592","Mali Otok","48317","Legrad","Koprivničko-križevačka"
"3593","Mali Pašijan","43280","Garešnica","Bjelovarsko-bilogorska"
"3594","Mali Podol","51557","Cres","Primorsko-goranska"
"3595","Mali Poganac","48306","Sokolovac","Koprivničko-križevačka"
"3596","Mali Potočec","48260","Križevci","Koprivničko-križevačka"
"3597","Mali Prolog","20278","Nova Sela","Dubrovačko-neretvanska"
"3598","Mali Rastovac","33507","Crnac","Virovitičko-podravska"
"3599","Mali Raven","48265","Raven","Koprivničko-križevačka"
"3600","Mali Ston","20230","Ston","Dubrovačko-neretvanska"
"3601","Mali Tabor","49231","Hum na Sutli","Krapinsko-zagorska"
"3602","Mali Turini","52220","Labin","Istarska"
"3603","Mali Vareški","52208","Krnica","Istarska"
"3604","Mali Vrh Kamanjski","47282","Kamanje","Karlovačka"
"3605","Mali Vuković","47240","Slunj","Karlovačka"
"3606","Mali Zdenci","43293","Veliki Zdenci","Bjelovarsko-bilogorska"
"3607","Malička","44415","Topusko","Sisačko-moslavačka"
"3608","Malik","47251","Bosiljevo","Karlovačka"
"3609","Malinci","47285","Radatovići","Karlovačka"
"3610","Malino","35250","Oriovac","Brodsko-posavska"
"3611","Malinovac","31542","Magadenovac","Osječko-baranjska"
"3612","Malinska","51511","Malinska","Primorsko-goranska"
"3613","Malo Grablje","21450","Hvar","Splitsko-dalmatinska"
"3614","Malo Gradišće","42208","Cestica","Varaždinska"
"3615","Malo Korenovo","43000","Bjelovar","Bjelovarsko-bilogorska"
"3616","Malo Krčevo","44430","Hrvatska Kostajnica","Sisačko-moslavačka"
"3617","Malo Polje","53202","Perušić","Ličko-senjska"
"3618","Malo Selce","51311","Skrad","Primorsko-goranska"
"3619","Malo Selo","51317","Crni Lug","Primorsko-goranska"
"3620","Malo Trojstvo","43226","Veliko Trojstvo","Bjelovarsko-bilogorska"
"3621","Malo Vukovje","43283","Kaniška Iva","Bjelovarsko-bilogorska"
"3622","Malunje","10450","Jastrebarsko","Zagrebačka"
"3623","Maljevac","47222","Cetingrad","Karlovačka"
"3624","Maljevačko Selište","47222","Cetingrad","Karlovačka"
"3625","Maljkovo","21233","Hrvace","Splitsko-dalmatinska"
"3626","Mandalenčići","52403","Gračišće","Istarska"
"3627","Mandić Selo","47220","Vojnić","Karlovačka"
"3628","Mandićevac","31418","Drenje","Osječko-baranjska"
"3629","Mandli","51303","Plešce","Primorsko-goranska"
"3630","Mandre","23251","Kolan","Zadarska"
"3631","Mantovani","52332","Pićan","Istarska"
"3632","Manja Vas","10430","Samobor","Zagrebačka"
"3633","Manjadvorci","52207","Barban","Istarska"
"3634","Manjerovići","47241","Cerovac Vukmanički","Karlovačka"
"3635","Maovice","21236","Vrlika","Splitsko-dalmatinska"
"3636","Maračići","51221","Kostrena","Primorsko-goranska"
"3637","Maranovići","20224","Maranovići","Dubrovačko-neretvanska"
"3638","Marasi","52450","Vrsar (Orsera)","Istarska"
"3639","Maravić Draga","47313","Drežnica","Karlovačka"
"3640","Marceljani","52220","Labin","Istarska"
"3641","Marčan","42207","Vinica","Varaždinska"
"3642","Marčana","52206","Marčana","Istarska"
"3643","Marčani","43240","Čazma","Bjelovarsko-bilogorska"
"3644","Marčelji","51216","Viškovo","Primorsko-goranska"
"3645","Marčenegla","52420","Buzet","Istarska"
"3646","Mareda","52466","Novigrad (Cittanova)","Istarska"
"3647","Marenić","10340","Vrbovec","Zagrebačka"
"3648","Maretić","49283","Hraščina-Trgovišće","Krapinsko-zagorska"
"3649","Margečan","42242","Radovan","Varaždinska"
"3650","Marići","43211","Predavac","Bjelovarsko-bilogorska"
"3651","Marići","52220","Labin","Istarska"
"3652","Marići","52352","Kanfanar","Istarska"
"3653","Marigutić","49284","Budinšćina","Krapinsko-zagorska"
"3654","Marija Bistrica","49246","Marija Bistrica","Krapinsko-zagorska"
"3655","Marija Gorica","10299","Marija Gorica","Zagrebačka"
"3656","Marija Magdalena","10294","Donja Pušća","Zagrebačka"
"3657","Marija Trošt","51300","Delnice","Primorsko-goranska"
"3658","Marijanci","31555","Marijanci","Osječko-baranjska"
"3659","Marina","21222","Marina","Splitsko-dalmatinska"
"3660","Marinbrod","44400","Glina","Sisačko-moslavačka"
"3661","Marinci","32221","Nuštar","Vukovarsko-srijemska"
"3662","Marinci","52420","Buzet","Istarska"
"3663","Marindolsko Brdo","47240","Slunj","Karlovačka"
"3664","Marindvor","34000","Požega","Požeško-slavonska"
"3665","Marine Zemlje","21480","Vis","Splitsko-dalmatinska"
"3666","Marinec","49218","Pregrada","Krapinsko-zagorska"
"3667","Marinići","51216","Viškovo","Primorsko-goranska"
"3668","Marino Selo","34543","Poljana","Požeško-slavonska"
"3669","Marinovec","48260","Križevci","Koprivničko-križevačka"
"3670","Marinovec Zelinski","10380","Sveti Ivan Zelina","Zagrebačka"
"3671","Marjančanci","31227","Zelčin","Osječko-baranjska"
"3672","Marjanski Ivanovci","31555","Marijanci","Osječko-baranjska"
"3673","Markoci","52220","Labin","Istarska"
"3674","Markovac","52463","Višnjan (Visignano)","Istarska"
"3675","Markovac","43500","Daruvar","Bjelovarsko-bilogorska"
"3676","Markovac","22300","Knin","Šibensko-kninska"
"3677","Markovac","34322","Brestovac","Požeško-slavonska"
"3678","Markovac Križevački","48214","Sveti Ivan Žabno","Koprivničko-križevačka"
"3679","Markovac Našički","31500","Našice","Osječko-baranjska"
"3680","Marković Selo","47300","Ogulin","Karlovačka"
"3681","Markovići","52447","Vižinada (Visinada)","Istarska"
"3682","Markovo Polje","10360","Sesvete","Grad zagreb"
"3683","Markušbrijeg","49253","Lobor","Krapinsko-zagorska"
"3684","Markuševec Turopoljski","10412","Donja Lomnica","Zagrebačka"
"3685","Markušica","32213","Markušica","Vukovarsko-srijemska"
"3686","Markušići","10455","Kostanjevac","Zagrebačka"
"3687","Marlovac","47252","Barilović","Karlovačka"
"3688","Marof","40313","Sveti Martin na Muri","Međimurska"
"3689","Maršići","51511","Malinska","Primorsko-goranska"
"3690","Martin","31500","Našice","Osječko-baranjska"
"3691","Martina","51418","Brseč","Primorsko-goranska"
"3692","Martinac","43226","Veliko Trojstvo","Bjelovarsko-bilogorska"
"3693","Martinac","43240","Čazma","Bjelovarsko-bilogorska"
"3694","Martinci","52420","Buzet","Istarska"
"3695","Martinci Miholjački","31530","Podravska Moslavina","Osječko-baranjska"
"3696","Martinčići","52429","Grožnjan (Grisignana)","Istarska"
"3697","Martinec Orehovički","49228","Brestovec Orehovički","Krapinsko-zagorska"
"3698","Martinić","42231","Mali Bukovec","Varaždinska"
"3699","Martinišće","49210","Zabok","Krapinsko-zagorska"
"3700","Martinkovec","42223","Varaždinske Toplice","Varaždinska"
"3701","Martinovići","20207","Mlini","Dubrovačko-neretvanska"
"3702","Martinovići","44400","Glina","Sisačko-moslavačka"
"3703","Martinovo Selo","51218","Dražice","Primorsko-goranska"
"3704","Martinska Ves","10340","Vrbovec","Zagrebačka"
"3705","Martinski Vrh","47272","Ribnik","Karlovačka"
"3706","Martinšćica","51221","Kostrena","Primorsko-goranska"
"3707","Martinšćica","51556","Martinšćica","Primorsko-goranska"
"3708","Martinšćina","49250","Zlatar","Krapinsko-zagorska"
"3709","Martinuševec","40312","Štrigova","Međimurska"
"3710","Martiša Ves","49218","Pregrada","Krapinsko-zagorska"
"3711","Maruševec","42243","Maruševec","Varaždinska"
"3712","Marušići","52462","Momjan (Momiano)","Istarska"
"3713","Marušići","51244","Grižane","Primorsko-goranska"
"3714","Marušići","21318","Mimice","Splitsko-dalmatinska"
"3715","Maružini","52352","Kanfanar","Istarska"
"3716","Maslenica","23243","Jasenice","Zadarska"
"3717","Maslenjača","43531","Veliki Bastaji","Bjelovarsko-bilogorska"
"3718","Maslinica","21430","Grohote","Splitsko-dalmatinska"
"3719","Mastelići","52447","Vižinada (Visinada)","Istarska"
"3720","Mastrinka","21220","Trogir","Splitsko-dalmatinska"
"3721","Mašić","35429","Gornji Bogićevci","Brodsko-posavska"
"3722","Mašvina","47245","Rakovica","Karlovačka"
"3723","Matase","22303","Oklaj","Šibensko-kninska"
"3724","Matenci","49240","Donja Stubica","Krapinsko-zagorska"
"3725","Materada","52470","Umag (Umago)","Istarska"
"3726","Mateše","47251","Bosiljevo","Karlovačka"
"3727","Mateško Selo","47262","Generalski Stol","Karlovačka"
"3728","Matići","51325","Moravice","Primorsko-goranska"
"3729","Matijaši","52341","Žminj","Istarska"
"3730","Matijevići","44440","Dvor","Sisačko-moslavačka"
"3731","Matković Mala","35201","Podcrkavlje","Brodsko-posavska"
"3732","Matohanci","52352","Kanfanar","Istarska"
"3733","Matulini","52445","Baderna","Istarska"
"3734","Matulji","51211","Matulji","Primorsko-goranska"
"3735","Maturovec","49217","Krapinske Toplice","Krapinsko-zagorska"
"3736","Maurovac","47252","Barilović","Karlovačka"
"3737","Mavrići","51244","Grižane","Primorsko-goranska"
"3738","Mavrinci","51218","Dražice","Primorsko-goranska"
"3739","Mazin","23440","Gračac","Zadarska"
"3740","Mece","31326","Darda","Osječko-baranjska"
"3741","Mečenčani","44431","Donji Kukuruzari","Sisačko-moslavačka"
"3742","Medak","53000","Gospić","Ličko-senjska"
"3743","Medaki","52448","Sveti Lovreč","Istarska"
"3744","Medančići","52341","Žminj","Istarska"
"3745","Medari","35429","Gornji Bogićevci","Brodsko-posavska"
"3746","Medinci","33520","Slatina","Virovitičko-podravska"
"3747","Medov Dolac","21271","Grabovac","Splitsko-dalmatinska"
"3748","Medsave","10430","Samobor","Zagrebačka"
"3749","Medulin","52203","Medulin","Istarska"
"3750","Medvedička","48327","Molve","Koprivničko-križevačka"
"3751","Medveja","51415","Lovran","Primorsko-goranska"
"3752","Medveje","52420","Buzet","Istarska"
"3753","Medven Draga","10455","Kostanjevac","Zagrebačka"
"3754","Medvidići","52448","Sveti Lovreč","Istarska"
"3755","Medvidovića Draga","21260","Imotski","Splitsko-dalmatinska"
"3756","Medviđa","23420","Benkovac","Zadarska"
"3757","Međa","48267","Orehovec","Koprivničko-križevačka"
"3758","Međare","22214","Čista Velika","Šibensko-kninska"
"3759","Međedi","51325","Moravice","Primorsko-goranska"
"3760","Međeđak","47304","Plaški","Karlovačka"
"3761","Međeđak Utinjski","47220","Vojnić","Karlovačka"
"3762","Međurača","43272","Nova Rača","Bjelovarsko-bilogorska"
"3763","Međurače","44250","Petrinja","Sisačko-moslavačka"
"3764","Međurić","44321","Banova Jaruga","Sisačko-moslavačka"
"3765","Meja Gaj","51226","Hreljin","Primorsko-goranska"
"3766","Mekiši kod Kaštelira","52464","Kaštelir (Castelliere)","Istarska"
"3767","Mekiši kod Vižinade","52447","Vižinada (Visinada)","Istarska"
"3768","Melinovac","53250","Donji Lapac","Ličko-senjska"
"3769","Melnica","52207","Barban","Istarska"
"3770","Melnice","53273","Vratnik","Ličko-senjska"
"3771","Meljan","42253","Bednja","Varaždinska"
"3772","Merag","51557","Cres","Primorsko-goranska"
"3773","Merenje","10295","Kupljenovo","Zagrebačka"
"3774","Merhatovec","40314","Selnica","Međimurska"
"3775","Merišće","52462","Momjan (Momiano)","Istarska"
"3776","Merolino Sikirevačko","31410","Strizivojna","Osječko-baranjska"
"3777","Metajna","53296","Zubovići","Ličko-senjska"
"3778","Metković","20350","Metković","Dubrovačko-neretvanska"
"3779","Metohija","20230","Ston","Dubrovačko-neretvanska"
"3780","Mezinovac","53202","Perušić","Ličko-senjska"
"3781","Mičetići","52440","Poreč (Parenzo)","Istarska"
"3782","Mičetinac","48350","Đurđevac","Koprivničko-križevačka"
"3783","Mičevec","10410","Velika Gorica","Zagrebačka"
"3784","Mičijevac","48264","Kloštar Vojakovački","Koprivničko-križevačka"
"3785","Migalovci","34350","Čaglin","Požeško-slavonska"
"3786","Mihajlije","34322","Brestovac","Požeško-slavonska"
"3787","Mihalić Selo","47250","Duga Resa","Karlovačka"
"3788","Mihalj","20357","Blace","Dubrovačko-neretvanska"
"3789","Mihaljekov Jarek","49000","Krapina","Krapinsko-zagorska"
"3790","Mihaljevac","53230","Korenica","Ličko-senjska"
"3791","Mihaljevci","34000","Požega","Požeško-slavonska"
"3792","Mihaljevići","34310","Pleternica","Požeško-slavonska"
"3793","Mihanići","20217","Pridvorje","Dubrovačko-neretvanska"
